customer_id,device_id,location,currency
ceed125a-541b-4792-891f-d92956ad8343,3c30362c-0147-46a1-962e-5f8dc4dc0922,South Georgia and the South Sandwich Islands,USD
37198d47-cf02-4de6-9ad3-e110e0223b7f,fb063f63-0e84-4383-ba18-30ba3430ca8e,Bouvet Island (Bouvetoya),NGN
a09e4819-896e-4cd2-94cf-96b539f02666,38841723-b81f-489c-a40a-66021014e24d,Libyan Arab Jamahiriya,GBP
b7664eef-8551-409c-8391-1099e4c60b74,f045446a-dc95-4a3d-9736-5816898e46b2,Djibouti,USD
6a6efd70-b896-42d1-8fc9-9904302c4562,9f0c1adf-8265-4ca2-8cc0-ea2879899263,Israel,GBP
2519a6f0-4287-40b5-a0eb-c994bace8543,3a7fc17f-fe4f-4da8-825f-6566b2d6c8ea,Saint Kitts and Nevis,GBP
6254be5d-7038-4850-ad61-1c2fbbbc2139,419fc4c5-e6fe-4753-bb1e-e9ff6dabc87e,Netherlands Antilles,NGN
dd5ee53d-d40c-4c6b-b4de-730f60e253ea,154f5606-e68a-48a5-8c63-0fd5d26e632f,French Guiana,GBP
e1307d51-050c-4e5a-b893-2e48bd2f4542,a08227cb-3cb5-4af5-aa72-1110927a1f33,Uzbekistan,USD
f1c3dff0-eb95-4466-9f5f-841772309f90,c0769501-fbfc-4d19-9b4d-d7ab19e19199,India,GBP
1553a3de-da30-471a-a6f4-f3c2604749ff,effe1f37-35a7-49e4-a4c0-ab7a6e570a22,Switzerland,GBP
d243e1f3-0d18-4d9d-ac1a-2f9e132357ef,6df259de-262a-4631-a43f-49eee28554d7,Canada,NGN
12ef4e89-8366-496e-89d1-afd248863256,487af643-e7e6-4a25-8e69-6666b94a0b7e,Philippines,NGN
001c37e2-f25c-45c1-8326-1ddf73c21dde,78183678-dda0-48e6-9348-8c6c617a9fb4,Christmas Island,GBP
42936464-ba60-4e90-8743-adb0b8fb8f9d,32ffd240-1edc-485e-a5bf-59fb37d6d33d,Liechtenstein,NGN
fe28e0c4-a5b6-4585-b42a-40210a6bf366,53868d63-5e6d-43b1-9be8-9e869fc16757,Micronesia,GBP
3da2df70-b1e0-474a-8f29-23f2194a8d0b,925a0ee2-6ed8-4f06-a2b0-28d4c9df48de,Cuba,USD
1fff870a-b812-41b8-83a4-af086c62213d,833cbcc6-a557-48bf-9867-dd8bf72416d0,Malta,USD
182fbc5b-bfd0-4eec-8a1e-b05cb6e68958,3d75bfd8-5284-4125-a953-781caa92c64a,Samoa,GBP
5b8934a5-0f06-44f7-98f9-654944c53c51,75f12434-d4a2-4249-81f5-2dd7376d01c8,British Virgin Islands,USD
bbfb274b-4704-4340-9f9d-c5dbb945c3f9,5a1c5cf5-48df-4935-8401-8d977e35047e,Norway,USD
d48c81f8-5d3a-4153-a4c4-0aa5eace1012,9e2cbfba-32f8-434a-ab36-7d98295e1bf6,Barbados,NGN
cf67d3cf-f237-4155-bdd8-7697685c893a,6058789e-755c-482a-a760-af50fa3694aa,Senegal,GBP
2e3aebc7-f48d-4d4a-ba52-6a0ea6077a96,3dde232c-57c1-416b-87fe-7ae586beabc4,Iceland,USD
3f28ae43-d8bf-4dce-8610-360b43e54f71,571ced43-80e7-440f-8650-f38bf297de63,Malta,NGN
15690c72-8484-4966-8f56-09fce7a94270,4e70b6d0-3836-43c5-8c17-6f59b4226eef,China,NGN
4f96bdf8-88c5-4ca2-b49c-89eba733efaa,238abbb0-7f76-46ed-b969-ad8864bf1e16,Guadeloupe,GBP
46d17b67-ce27-4a25-b5e5-9c3a02090668,b7e035be-4a1b-4d30-86e0-d444071bebfb,Tanzania,GBP
463e0e34-17be-49e3-9af4-46e6d9666fd7,ee1e261a-6637-4566-9ff5-cc8287082d0f,Chad,GBP
35e2493a-49b0-4476-ac73-97e682fb2ba3,61e2ccbe-a43e-4867-ac5c-ae8c5cc5c270,Bouvet Island (Bouvetoya),NGN
62baa1c1-8e78-426e-99bc-b850f461a811,81593f39-daaa-4449-b816-0937497d5a16,Mauritania,NGN
da27572c-5d56-42c8-9528-1108e4f5eed1,1547097e-1fa0-4492-9cb2-e4d25683a7c6,Thailand,GBP
aa6a1af8-d80d-485d-bf84-76b3bf3d6d6f,089a5b2d-76b7-4f77-97d7-cb55382e3a29,Tokelau,USD
0cfabaca-7283-4f5c-b7fe-b0736ec418a0,2c244274-837e-47e8-95ed-f047eddae5ec,Monaco,USD
26f99777-a392-44d4-802a-650805c1a7d4,45f92d3c-7057-4748-b5e2-4e3d2e763343,Tuvalu,NGN
c059d807-249d-4a64-a75e-75cdd322b994,f5f906f3-99d9-4501-b3b4-5ca29f36bde4,Canada,GBP
cfdc0211-853c-4384-a7eb-cee8f5c6825c,e911c9c3-3d42-4aa2-b8b3-a2d6e52ea782,Tajikistan,GBP
0b1d359b-6e85-4f42-86bb-3e3675e4bf47,4ae11055-6894-4298-b258-9b57deee8962,Poland,USD
1355daed-1d11-4470-95af-ecb9bbf468c8,ff70484f-e678-4b91-a19f-9a187d2d7daa,Djibouti,NGN
b399fff8-f1d6-41dd-8b88-b3b30195c5aa,cfc38f5c-7fb7-483b-b1ea-1ba5dcf351a0,Greenland,USD
e0d556c1-7bdf-4de8-bf08-ca85f80591a8,82f47223-6ff3-4ad1-9e50-7cf2581a7e88,Saint Martin,USD
517d41f1-6c9e-42a1-b112-38bddd9d8cdd,fff883b4-569c-4620-9308-d185a3ec33c8,Guatemala,NGN
51c1e14d-2977-4a80-ad9c-03706acf9b8d,c658f5f7-6bc5-4596-8618-a011fafe3e91,Israel,USD
81e24c51-6c1f-44a8-9fe9-38222ecc8c45,46c009ce-9e15-481d-be78-67f6199fa005,Bermuda,GBP
dc0441fb-fbc1-43a7-8855-fa97ae85d917,668be577-2279-4635-8c77-a3d64285c5b3,Australia,NGN
075c8082-66d3-4b50-adab-fb22d698c1a6,8c9eebd2-3915-4cca-a6e4-3caa2c9ce675,Malawi,NGN
d4532cf6-a876-488b-893c-490b8a1ed0d4,5f488f96-e003-4956-bf31-58818c65852a,Mozambique,NGN
c6ea424e-58ec-40ce-85cb-56a3f70b51f9,11aece1a-ff95-41fa-a061-54ff98a3fa0b,Grenada,USD
40375178-0921-4a22-9f18-2d09fc3b5ff7,718f3de5-36d3-4b4e-9402-15152b346ae3,Costa Rica,NGN
d13c3b9d-c31c-49ae-ba15-197dd140f959,3201c40b-b602-4058-9a2e-0eeb53a1f4c4,United States Virgin Islands,USD
629a9c3c-5ed0-48c9-8bd5-66feb6998785,31f48160-4958-4610-9c95-5e22103fa24b,Malawi,USD
3ffcccac-99a1-4db6-ab3b-38db3a7c6f95,1ad9cc39-b8c1-425d-93de-5f7b47466f06,Iceland,NGN
7a347a8d-9cf1-4ae5-b1de-7a4680e88b60,0695427a-e9d0-404c-a22f-6e44b5ea961e,Oman,NGN
22215784-aae1-443d-bf37-6b0dc41be74c,8bb5f573-0a30-4be1-ac07-e8a570c94f6f,Egypt,USD
cc83b44b-0226-4d45-8961-071191ca9b53,23126537-4729-41eb-8c9a-4be6d6da03ec,Armenia,USD
f2298114-ede9-4520-a32d-ea82607c40ec,24a764db-598e-4fb4-b263-5dfa809291f6,Anguilla,GBP
ad66ab64-06dd-4569-a1c0-2b97b8d651f0,8e9507b0-5242-456a-9afc-40e2d87be587,United Arab Emirates,NGN
d53a66a8-6472-4134-affe-ebe61229fc58,0641f1e2-3c64-4170-89f0-ee3aa7fc34b3,Oman,GBP
2f5c6b66-13ea-4ea0-8601-1da487ad29d5,aea5a76c-9eec-4fc4-88d1-d7030e7eccb7,Czech Republic,GBP
14468b13-a6dc-42a6-88ad-d435a290483f,5153e2c9-b7a6-4bd4-92a3-3dff8f4c9870,Jamaica,NGN
fdbdfdaf-94b3-4952-ab06-398e66ef9c3c,f0c48be4-8893-4662-9eef-1e440173d568,Lebanon,GBP
86312342-8589-4b2d-a565-3736cff26ccd,eaaaf96c-f6f7-42c3-b807-df0d3e48ac30,Thailand,GBP
d7b9b7a9-5543-4fda-99a2-966c4047a5db,285319e7-db16-41cf-8259-097236a18492,Tokelau,GBP
a3361a2a-175d-4fb2-8fe6-88d06a5e0b75,36186a1a-5f14-49b8-bdc5-ac5720bb1287,Nauru,NGN
97a5ae41-ea32-4d12-b333-7423caeb9577,1c6077d9-345c-4656-bbcb-e9d8beadc38e,Myanmar,GBP
88b088e5-be9e-4d62-9fb8-b41ad213e3a2,1c44c8a2-c2d6-483f-a55d-88cf9ce937b2,Angola,NGN
d07a6cf5-da55-4050-9348-fcd07c232b4a,95c6af9a-e566-4831-a070-7fba6a4c66b8,Benin,USD
db33d05c-84e2-4dd7-b350-823d2c09ff87,4e11d258-2793-466d-9abf-63f2b630317c,Antigua and Barbuda,USD
b642308e-5a8d-4892-b08a-e31653c46334,a854a6bd-c42e-499b-b6e5-fa5d20077902,Saint Lucia,USD
e960c661-db7d-4a17-a74c-403bff779966,f1db14c0-3cea-4acd-a08a-265def8695a4,Djibouti,GBP
510bbe14-033d-4c11-87d6-ee475fb7a7c7,99860d18-96c2-4338-a1e3-e463274b3ebd,Russian Federation,GBP
c9c9ad58-17a6-4d6f-b00b-d9638e8cfaa0,4f00adba-6fe0-41f4-bf36-bfaf6370c18f,Sierra Leone,USD
211c925f-8258-49f1-bbfa-44bf05677fcb,070ad4df-c0e8-484d-bc12-5565fd7b00aa,Suriname,USD
1a757919-5927-4046-b6ef-c471bbefab82,c43c9195-9be5-422d-a317-c455a68e9c50,Turkey,NGN
6780e89e-d0f3-4997-8660-82c99ce102f3,560eb741-8a8a-4fa5-8481-c997ddd9c7d3,Greece,USD
74559f2f-5b22-4d81-baa7-116af0fd3949,510c04a8-a69b-4fd3-a904-b9053c786c98,Denmark,NGN
45c35163-9e87-4774-bd67-849690dd3452,e15e2664-e139-4a59-84ce-4c4745086237,Jordan,USD
079b81ce-7f2b-4fbb-93c7-a3930ac5d03a,41a4f362-719b-475e-b9f0-99ce18c1b5a5,Angola,USD
54c316fa-a073-4ed4-9dd7-dcb392e9ed32,8c6ef419-9fa5-44f6-a719-d7a743cf6eb1,Falkland Islands (Malvinas),GBP
a220b818-ac65-4fb2-8d4e-41c1d74cd84b,c338f0a9-2d24-4b68-b9bd-3187ca4e3460,Mayotte,NGN
df9f67cc-93d1-4606-9c36-361a196ba358,281d3c3b-a9f9-4329-bce8-42179e70a6d4,Taiwan,USD
6c5ed412-efc7-4cc1-8939-72b0ff676fa2,1ae2dadc-6e1a-4a31-a23f-547fb8db7e4a,Oman,NGN
48c1d721-734d-41f4-a6a6-7d6a6388cb95,86085014-657f-40f1-89bf-ede8b121adb9,Ecuador,GBP
805bb0d2-9341-4d76-a244-0eaa7e736e6c,f0a60441-c906-4f7f-8574-b2048d61e32e,Norfolk Island,GBP
42247cc1-aae1-445d-a06b-e8a2f66d07a6,146a08dc-2a59-4864-b2e0-42c350da556a,Egypt,NGN
c17ccef0-ce97-4ed3-92a5-d98284493f61,4d142e31-0f3d-4cff-96d4-f5aa077cfca9,Iran,GBP
ef6e7e26-6882-4cc2-8393-9714d21da2bf,64784085-09e4-4c06-ae45-9362da48f13d,Mongolia,GBP
a59e1198-6995-441c-9e14-9b4d37a931a0,9acf2619-e0e2-401b-806b-25eb45e529da,Yemen,NGN
89ae1a1a-de47-43d0-9f2c-9084d69aff9b,d72854f9-4bd1-4507-af2a-5ed8e2d5017e,Yemen,NGN
7b07669a-b14d-49bd-9437-5f580a156954,b7c051bb-bbcd-475d-8883-825a00db3b53,Cocos (Keeling) Islands,USD
8f687476-6793-4fdb-9dd8-b2d3a8b207d7,6496b90b-450d-42bd-a39a-ce7637b0dab7,Oman,NGN
071de4d9-e992-4439-a725-e7b8054927b4,e589b0dc-2084-49f9-a54b-1b7ff4dc5ad4,Luxembourg,GBP
f5c50be0-b121-4a12-8bc8-dbe76d07a657,432c7ff7-cc9c-4443-a7b7-593d6b55e349,Saint Kitts and Nevis,NGN
761cdb81-ed73-4df4-b725-a96f4b6f9a47,18d500d1-a37b-4ec4-ac56-426161047e88,Bulgaria,NGN
87c16cec-07d7-4d8e-a7c2-4b88fbfca55b,c5f2b890-1ab8-4dd2-9560-62b342968ee4,Northern Mariana Islands,USD
ec68d9c5-86d8-4130-995b-794fbc80b076,eee549c1-3f6b-46a7-b851-da4d0252a754,Swaziland,USD
a7d12407-8282-4871-9957-7cc12b46400e,8805e720-8af7-49f4-918b-8ff959825a11,Antigua and Barbuda,GBP
a8273793-8f6b-4058-b40f-af167451d4fc,2435e019-56a0-493d-b431-7f95b9c92de9,Belize,NGN
57c9ebcf-cfd1-4bd9-b2f3-9bcd263e7dae,7a3b8709-c98e-4b0e-9a11-e7cbba5ecc95,Ethiopia,USD
3e2fe5c3-527c-4257-8742-59bb4f93ed2d,16af9c2b-ec36-4a58-8d52-f057e89fa88b,Ukraine,USD
b52278e5-c13e-478e-90f5-95199d9b14f0,beb63e5f-7f98-4d85-83b3-84746eef09fc,Puerto Rico,USD
29ad11f2-a49f-4693-8d2f-48103313bbe1,9e17aff8-edf3-4bdd-a963-d82e93ee7c7b,Chile,USD
c2071778-998d-4c7c-9b33-18436121488b,bfff3a67-45e1-4d27-8946-68c279de1e46,Syrian Arab Republic,NGN
f3842461-11b0-44dc-9320-d6557a44f0d3,e23b5177-f924-45f5-b05a-bf5cab4b3ac3,Andorra,USD
73911f1f-a07c-438f-942b-79d6a2a67584,12c506e3-8605-49cb-805c-c2f4a58ed3ee,Taiwan,NGN
f4db362a-4708-4598-94ac-442057384f33,82f4dde4-eebb-40fd-a50a-f4bc07d9a72e,Greece,GBP
e7d41ea6-ea2f-4f17-b406-4c9bf0fa5753,108a979d-a570-44a7-ad8c-b02e68925d58,Iraq,USD
28ef5594-5a49-47fe-921c-e77a48915884,ad5998a3-368d-410f-b612-43f25117f319,Zimbabwe,USD
c3afaf72-416b-409b-9160-84bb18d2abe1,7d2e1a3a-79ae-4c76-a6f6-427d9ab3739c,Congo,USD
426b3dd0-8fab-44f0-a8ad-19dcbf32da16,0e373f3f-dc45-4153-a138-f45f48bedc76,Svalbard & Jan Mayen Islands,GBP
37c66adc-3797-4e92-a9b5-398b7f957c2f,a7cc8481-56aa-400b-a24a-e4611635e8ff,Sierra Leone,NGN
57263dec-9837-4042-9227-597d8ba3beda,49e4c9ad-4115-42df-8145-ef1e531717e9,Antigua and Barbuda,NGN
1d51a928-29cb-4149-aaa2-930cfa367dee,b164f3b0-fc61-42c2-adfe-5cd587936c88,Senegal,USD
a6b513ea-c431-488e-85c8-87664461fc8a,e4d6586d-307d-46e7-824f-22d080e0ef33,Antigua and Barbuda,USD
a55dd391-fe92-45b0-87fa-c02bd87951f2,885b2fa2-0146-40cb-9c29-1f72bdd513bd,Guam,GBP
b064111d-b347-40cd-85b5-f8b1ed0ca64c,d7a071b5-165b-4315-8d75-715328b504f4,Bangladesh,USD
4e16e5c1-0f06-44ef-bfd0-337a2b04d31f,76e0240d-96e0-4630-ab4d-b703dea2c28a,Bahrain,NGN
457ac95c-e3dc-48f4-9750-63f1b5fe552f,722354e1-8cb5-49c2-9db0-eb692a07684d,Singapore,GBP
2f30cea1-c771-487f-8b01-68b7482c8f71,cccf0dad-82f2-485c-af11-caa54ae95bd6,Tanzania,GBP
4a5b8cda-ce4a-4ab8-9c85-d9913fbf6866,e81c2826-19a9-4544-96d7-3eebd4855be0,Jordan,NGN
8a500077-a3fe-47dd-aebf-bf95d8f967e9,4f6769c9-8484-4f66-8993-6ae924ed172a,North Macedonia,GBP
fa6a4848-66a3-4285-a598-4d35297ebf84,f8355684-f3f9-4d89-96a3-56119aca21e3,Bahamas,NGN
1490d8ee-486a-46ae-8729-c16aaf092426,c413fc3a-190a-4ca6-baf8-d249f9d06fd7,Serbia,GBP
f073d81d-4333-4f1a-987a-eecbd7a16110,f70dd165-8fc1-49a4-a0c3-9364bf7e5612,Kazakhstan,NGN
fe987090-1341-4eaa-826f-1bd77db769d6,3d5da954-6594-4a9e-9481-67ff81866d29,British Indian Ocean Territory (Chagos Archipelago),USD
6f4eead5-bc43-40b8-b0ab-312670cae885,9fbbcff9-5e09-4898-af3e-49900fbfd0b0,Brazil,NGN
7551f413-b53a-4edb-bedd-ff1c6acde2f3,32fd26fe-5d49-4e5b-9125-3d0a7998c53f,Guinea-Bissau,NGN
8badd41e-9cde-4a13-8f62-354361ec6410,a1c09469-fbbc-4f48-946e-740f929b4955,Guadeloupe,NGN
24d9a4aa-418b-4982-a446-c057b54f4e9c,053f1c2a-1626-45de-9bbe-993952f2ebd4,Bahamas,USD
133a047b-d8e3-4452-a88f-fe8f4e8a39f0,b56a37f3-bee3-41fc-8929-90e4c9e14210,Guam,NGN
5bff50c6-193d-4d89-b8a0-17f3fbb6b2d1,6e944c86-8f28-4127-8078-4633f24cee0b,Algeria,NGN
54b55142-787e-4da5-95d8-eb77a06e082d,309cc815-df7d-4f5c-93a4-99d1e90f5f2f,Benin,USD
5d594a25-09da-4846-944f-78b46ba6d4b2,cc199c94-41be-4772-a71b-7430f65ed147,Lao People's Democratic Republic,NGN
bca0d9ef-4ebc-42cd-859f-983ca952fa6b,9953bc84-cd09-43fc-a750-84c1786379e0,Samoa,USD
2b934ea4-5452-4849-9cbf-d875baf95843,8d986ba0-f14f-43b0-bf57-7039d22f7c36,Honduras,GBP
2f6c7ad2-fe2d-4b2b-9773-0f3da6e8ff10,618e87f3-28b5-4a9f-90f5-521f02b597db,Puerto Rico,GBP
6aba83d0-2ba3-40f2-b20c-767b5bdacf79,a59b0f9b-fc94-4fa5-8612-6a46a1531ef6,Nepal,GBP
2dce6e01-700b-48bb-ab53-b3b8abd3842e,9b95214a-b819-42c9-8a25-f3470125d326,China,USD
55f64f02-738b-4015-9b48-855997a98ab3,2ea676f5-6832-46e1-89d4-e7cec08fe6d8,Marshall Islands,USD
de362752-12cc-4a42-b7e0-a5bbe6d4e828,0a707ace-cad3-4f22-a5b0-4361e802b338,Eritrea,GBP
ff7368a5-621d-4f7a-b13b-2e7bf19eb472,6428d04c-35b1-4eb3-8f39-25602f4218cb,Saudi Arabia,USD
80632cf3-c6c6-467c-9e07-2088865a84f6,68cdda3a-88d4-4cda-b1b5-915b68ea27d3,Liberia,GBP
a4d90f27-d7f6-4719-95f0-ffa8e4500b1f,ba928143-62ff-438b-8f36-52c0e0438106,Venezuela,USD
0b66964a-d5b5-4a4f-93ae-eb972da6c0e7,76ec7ee7-2fdd-43cf-ac9f-8c7e5efb4c16,Monaco,NGN
2d57c362-8707-486c-aeb3-579211134ca5,7af69187-5f24-4097-bde8-7f4c26829efa,Falkland Islands (Malvinas),GBP
8e2c89a1-53a2-48d5-b2b8-3ac760735486,e858a740-2613-429b-8998-d294d7ae39db,Eritrea,USD
6f74baf6-908f-43af-81ff-dad97a6e11b4,687739a5-26c0-4dc5-b40c-fd68e15f59a6,Isle of Man,USD
c4030adb-46b5-4222-93b6-ed244e913ebe,3110f0a2-5025-41d2-9e53-51e53c4f7cb0,Luxembourg,USD
c9471415-9953-488f-a992-820d6aa6176b,5f89a041-4b38-4fc8-b932-096d97b524cf,Finland,USD
ddf5f9dc-8b7a-4032-a6ef-b41376435f38,8eb8f462-c982-41f9-999c-d851757f0f2c,Venezuela,USD
c9937274-ab18-4b64-870b-2647a8feb2ea,6e1fb7ae-cfd5-48bc-8b19-6cd9af1df697,Benin,NGN
9e2ea26d-adbb-4111-846e-eb7cab391b76,736f9d40-5096-432e-85fb-0b21be37ae5d,Paraguay,USD
85ca6883-277d-48c6-bc81-f38f3b7d288c,69ff58a9-983f-4d11-8b31-38dc2ef09bec,Sierra Leone,USD
fab190bb-f164-4bf6-8678-4cb73c0809bb,c61549c2-564a-4702-b118-e329ff0d45a1,Vanuatu,USD
4a043b69-bf2f-4e6b-b0f1-9a4a753dcbff,eaab3e92-2472-4b19-995f-7f9846b68752,Marshall Islands,GBP
c47e0a00-8d47-4b2f-ad3f-4a81ddc1ce87,45fb14c7-4a62-4a6b-9658-39639491095f,Micronesia,USD
4d6263a4-24f7-43ff-addf-1fa7fee1e41b,edb35e71-6941-4d19-9966-1e097ac4fa6f,French Polynesia,NGN
be465fef-02f8-4587-bb5b-676ce5e67b2a,b257a956-5b29-4efd-a91d-85c2e23da034,Antarctica (the territory South of 60 deg S),NGN
4ac6040d-dc3d-400b-9c9a-6d423b8ed240,dde059df-a113-4e3a-bd46-b8e71b540c62,Antigua and Barbuda,GBP
2e18a0a2-b4cd-4d72-a4f7-5a4bb0fcfc09,983b79aa-b6af-468e-9e70-2b2abe28cf39,India,USD
95324d91-750e-4419-91f1-f94fade981b9,8f41eb8e-3977-4b2a-a804-4b8c4acd0cce,Cote d'Ivoire,GBP
b5dc4b45-3d1b-4c7b-ba09-125aef0ef36f,add1942a-e695-4a7d-968b-a6b4a395672a,Angola,NGN
331184c8-7fd3-43d7-8dcd-b70c52fff4b9,e764938e-582f-4e15-b33b-28c5fe256540,San Marino,USD
ca735a09-2e7a-42f7-b043-c72d610fa89a,1b0f4edb-dc93-4c43-8442-dad6e7f878e9,Belize,USD
30d10163-3f7a-4448-a8f5-741b03a61f0c,3e47373d-ee67-4c3a-bbcd-6415e86b96bc,Turkmenistan,USD
c33c9d7c-3fb3-4858-a084-a42ccfaa112d,0e3b1de3-0bac-4724-8d62-c83e189a58e4,United Kingdom,USD
01a2e724-432e-48f2-a253-be425e673065,129a6a25-74f0-47f6-9cd0-61178172ef9c,Holy See (Vatican City State),GBP
b3e27402-9060-4fa4-b199-47945b6fda47,408c5d12-c455-49b4-9dea-1ac5263cf389,Rwanda,GBP
be010174-8f24-4cda-bcb6-6228ae11a469,9b787973-9f69-44f8-9c1e-069e5d412b39,Wallis and Futuna,GBP
bb013f89-102c-4f52-b9e0-2a39e4ee3496,1bf1af05-da66-41bf-8872-cc5a5d8a06a5,Costa Rica,USD
584512a9-c663-4b99-8156-30029e600eda,e513a0f6-19e7-487d-a014-8b1d74f19b8f,New Caledonia,GBP
4493c297-4c58-4cca-ada9-69aae1c2c21f,28aa8c9f-a698-4767-baaf-a089fc8cf83a,New Zealand,USD
46b39c65-757f-4d3c-90fb-ac2d999d878d,30c84b3f-0cd2-4371-b136-0bd44db8c1e3,Wallis and Futuna,USD
3f0c597f-9146-48b5-9dae-94e5c7af3a77,54d0f86b-1dd7-426c-8d24-1739c55a715a,New Caledonia,GBP
3c3c8fd2-9c48-4f84-a36e-82c1e9d883eb,881d2b09-9f9a-4216-b1f2-4cb26ff621b4,Jordan,GBP
3551f0d2-367a-46f7-ae8a-2b00d716ad63,070b6821-4bb1-4762-bb27-608707f0af03,Guadeloupe,NGN
0ac66498-ad66-41aa-b9ce-243d0da6ab40,d4cb8829-c555-4ccc-88b5-c5b2a16d2361,Bosnia and Herzegovina,GBP
9b2d3d2c-e4e9-460b-a43c-9c434830c5a8,f4b3c3a4-6117-4d2d-ac84-58097ba38c45,Martinique,USD
c20f85d8-15f8-4d6e-b643-6032c127b80f,ed81b53b-a684-45b4-a3fb-a8f3b563439a,Cocos (Keeling) Islands,GBP
ea1bd746-e608-4988-9775-8c6bb5086953,2db66e3d-020b-4dd7-b0ea-a2ba4d7df009,Iraq,GBP
86ec8cb3-09bf-4cfb-bab3-507981e40ed4,e76d1a78-f8e2-4df0-b18e-26e82a480897,Monaco,GBP
7b077343-9c39-44a6-b381-79c9ff088ba3,6fa59dd4-7696-4adf-a3aa-d0d772af932d,Antarctica (the territory South of 60 deg S),NGN
436d83b8-cdad-4f2d-8e74-549b4fec608e,ab82eb09-01e3-41a5-a69e-2750ffe082c2,Nepal,USD
0647c7be-a3f2-40a3-b099-5366905418d8,1c49fe13-0433-484a-ae8b-93c7400ac3d5,Western Sahara,NGN
dfb14c6a-7264-4618-9f28-6013af27353d,f4621636-2766-473e-89d3-92ad5a541986,Nicaragua,USD
e7d5b491-9bae-4b22-82ea-22e4b3919861,8e439136-7ac7-4778-9ba4-b82b44baac9c,Romania,GBP
e5cf4301-a4ef-47ef-8aae-37bcb9013e12,cfd7e945-4da7-4cf0-bb74-8c273fdcb40a,Guernsey,NGN
c3da8461-02c8-41c9-93b2-8e0532c0fec5,6792d840-2db5-4219-acde-02d90df948d9,Guyana,GBP
