line_item_id,order_id,item_id,quantity
3326,aab5a6c8-3f08-4283-be99-d4e58dd0b8c8,9,2
3327,aab5a6c8-3f08-4283-be99-d4e58dd0b8c8,1,1
3328,aab5a6c8-3f08-4283-be99-d4e58dd0b8c8,13,3
3329,4aa585e6-0e5b-4115-9e63-3aabbc612389,9,3
3330,4aa585e6-0e5b-4115-9e63-3aabbc612389,10,1
3331,4aa585e6-0e5b-4115-9e63-3aabbc612389,14,1
3332,0167cda0-a798-43d1-adb4-c7e34afdeb99,2,3
3333,0167cda0-a798-43d1-adb4-c7e34afdeb99,6,5
3334,0167cda0-a798-43d1-adb4-c7e34afdeb99,7,5
3335,0167cda0-a798-43d1-adb4-c7e34afdeb99,10,4
3336,0167cda0-a798-43d1-adb4-c7e34afdeb99,9,4
3337,0167cda0-a798-43d1-adb4-c7e34afdeb99,5,3
3338,0167cda0-a798-43d1-adb4-c7e34afdeb99,14,1
3339,8312226f-3713-40fb-89ec-e165842f3924,4,5
3340,8312226f-3713-40fb-89ec-e165842f3924,8,4
3341,8312226f-3713-40fb-89ec-e165842f3924,3,5
3342,8312226f-3713-40fb-89ec-e165842f3924,7,2
3343,8312226f-3713-40fb-89ec-e165842f3924,11,1
3344,8312226f-3713-40fb-89ec-e165842f3924,10,3
3345,8312226f-3713-40fb-89ec-e165842f3924,9,1
3346,8312226f-3713-40fb-89ec-e165842f3924,5,2
3347,8312226f-3713-40fb-89ec-e165842f3924,2,4
3348,e6fadb3a-fbaa-4f2c-865a-2f9b184b9b0f,1,2
3349,e6fadb3a-fbaa-4f2c-865a-2f9b184b9b0f,6,5
3350,e6fadb3a-fbaa-4f2c-865a-2f9b184b9b0f,11,1
3351,e6fadb3a-fbaa-4f2c-865a-2f9b184b9b0f,12,1
3352,e6fadb3a-fbaa-4f2c-865a-2f9b184b9b0f,15,5
3353,e6fadb3a-fbaa-4f2c-865a-2f9b184b9b0f,4,3
3354,e6fadb3a-fbaa-4f2c-865a-2f9b184b9b0f,7,2
3355,e6fadb3a-fbaa-4f2c-865a-2f9b184b9b0f,8,4
3356,e6fadb3a-fbaa-4f2c-865a-2f9b184b9b0f,13,3
3357,e6fadb3a-fbaa-4f2c-865a-2f9b184b9b0f,10,3
3358,e6fadb3a-fbaa-4f2c-865a-2f9b184b9b0f,2,4
3359,82d79ba9-c243-4343-8bfc-52e14c2b9bac,3,5
3360,82d79ba9-c243-4343-8bfc-52e14c2b9bac,6,3
3361,82d79ba9-c243-4343-8bfc-52e14c2b9bac,9,3
3362,82d79ba9-c243-4343-8bfc-52e14c2b9bac,2,4
3363,82d79ba9-c243-4343-8bfc-52e14c2b9bac,15,1
3364,82d79ba9-c243-4343-8bfc-52e14c2b9bac,12,3
3365,82d79ba9-c243-4343-8bfc-52e14c2b9bac,5,4
3366,82d79ba9-c243-4343-8bfc-52e14c2b9bac,10,2
3367,82d79ba9-c243-4343-8bfc-52e14c2b9bac,13,2
3368,82d79ba9-c243-4343-8bfc-52e14c2b9bac,14,1
3369,82d79ba9-c243-4343-8bfc-52e14c2b9bac,1,1
3370,0f6ba96a-ab4f-416f-be1c-fc045facee74,4,4
3371,0f6ba96a-ab4f-416f-be1c-fc045facee74,6,4
3372,0f6ba96a-ab4f-416f-be1c-fc045facee74,9,2
3373,0f6ba96a-ab4f-416f-be1c-fc045facee74,15,3
3374,0f6ba96a-ab4f-416f-be1c-fc045facee74,7,2
3375,0f6ba96a-ab4f-416f-be1c-fc045facee74,2,2
3376,0f6ba96a-ab4f-416f-be1c-fc045facee74,11,1
3377,987481b7-2474-4878-bfae-d917e0d7f18d,8,2
3378,987481b7-2474-4878-bfae-d917e0d7f18d,6,1
3379,987481b7-2474-4878-bfae-d917e0d7f18d,10,2
3380,987481b7-2474-4878-bfae-d917e0d7f18d,1,5
3381,987481b7-2474-4878-bfae-d917e0d7f18d,2,1
3382,987481b7-2474-4878-bfae-d917e0d7f18d,9,4
3383,987481b7-2474-4878-bfae-d917e0d7f18d,3,4
3384,987481b7-2474-4878-bfae-d917e0d7f18d,12,5
3385,987481b7-2474-4878-bfae-d917e0d7f18d,4,4
3386,987481b7-2474-4878-bfae-d917e0d7f18d,5,4
3387,987481b7-2474-4878-bfae-d917e0d7f18d,15,5
3388,987481b7-2474-4878-bfae-d917e0d7f18d,11,3
3389,35665c5f-7d21-4508-bbfb-ccc5d7698d9e,4,3
3390,35665c5f-7d21-4508-bbfb-ccc5d7698d9e,6,4
3391,35665c5f-7d21-4508-bbfb-ccc5d7698d9e,12,2
3392,35665c5f-7d21-4508-bbfb-ccc5d7698d9e,9,1
3393,35665c5f-7d21-4508-bbfb-ccc5d7698d9e,7,3
3394,ecc2238c-89b3-47a6-a032-c5afa05c7826,10,5
3395,ecc2238c-89b3-47a6-a032-c5afa05c7826,2,3
3396,ecc2238c-89b3-47a6-a032-c5afa05c7826,4,4
3397,ecc2238c-89b3-47a6-a032-c5afa05c7826,1,4
3398,ecc2238c-89b3-47a6-a032-c5afa05c7826,5,4
3399,ecc2238c-89b3-47a6-a032-c5afa05c7826,8,4
3400,ecc2238c-89b3-47a6-a032-c5afa05c7826,15,2
3401,ecc2238c-89b3-47a6-a032-c5afa05c7826,7,2
3402,ecc2238c-89b3-47a6-a032-c5afa05c7826,3,4
3403,ecc2238c-89b3-47a6-a032-c5afa05c7826,11,3
3404,26db3f14-4b94-4e01-a8b3-e7c2d42c4b58,15,3
3405,26db3f14-4b94-4e01-a8b3-e7c2d42c4b58,10,3
3406,26db3f14-4b94-4e01-a8b3-e7c2d42c4b58,4,4
3407,26db3f14-4b94-4e01-a8b3-e7c2d42c4b58,3,1
3408,26db3f14-4b94-4e01-a8b3-e7c2d42c4b58,7,3
3409,26db3f14-4b94-4e01-a8b3-e7c2d42c4b58,12,4
3410,26db3f14-4b94-4e01-a8b3-e7c2d42c4b58,1,3
3411,26db3f14-4b94-4e01-a8b3-e7c2d42c4b58,14,2
3412,26db3f14-4b94-4e01-a8b3-e7c2d42c4b58,8,5
3413,26db3f14-4b94-4e01-a8b3-e7c2d42c4b58,2,5
3414,26db3f14-4b94-4e01-a8b3-e7c2d42c4b58,11,3
3415,26db3f14-4b94-4e01-a8b3-e7c2d42c4b58,6,2
3416,6dd44866-58d0-43e6-8b95-e957121f95aa,12,1
3417,6dd44866-58d0-43e6-8b95-e957121f95aa,10,2
3418,6dd44866-58d0-43e6-8b95-e957121f95aa,1,1
3419,6dd44866-58d0-43e6-8b95-e957121f95aa,2,1
3420,6dd44866-58d0-43e6-8b95-e957121f95aa,7,4
3421,6dd44866-58d0-43e6-8b95-e957121f95aa,5,5
3422,6dd44866-58d0-43e6-8b95-e957121f95aa,11,3
3423,d4f7e65f-ee5d-4c99-822b-a9d3fb0089db,8,2
3424,d4f7e65f-ee5d-4c99-822b-a9d3fb0089db,7,4
3425,d4f7e65f-ee5d-4c99-822b-a9d3fb0089db,9,2
3426,d4f7e65f-ee5d-4c99-822b-a9d3fb0089db,14,4
3427,d4f7e65f-ee5d-4c99-822b-a9d3fb0089db,5,1
3428,d4f7e65f-ee5d-4c99-822b-a9d3fb0089db,2,5
3429,d4f7e65f-ee5d-4c99-822b-a9d3fb0089db,13,3
3430,0111602b-942f-4f62-87ec-bd45d6fc4721,2,2
3431,0111602b-942f-4f62-87ec-bd45d6fc4721,13,4
3432,0111602b-942f-4f62-87ec-bd45d6fc4721,4,2
3433,0111602b-942f-4f62-87ec-bd45d6fc4721,11,2
3434,0111602b-942f-4f62-87ec-bd45d6fc4721,14,2
3435,0111602b-942f-4f62-87ec-bd45d6fc4721,3,4
3436,0111602b-942f-4f62-87ec-bd45d6fc4721,7,2
3437,670a3b81-7451-4c50-8d8d-8fc0fd041a3c,14,3
3438,670a3b81-7451-4c50-8d8d-8fc0fd041a3c,7,3
3439,670a3b81-7451-4c50-8d8d-8fc0fd041a3c,12,2
3440,670a3b81-7451-4c50-8d8d-8fc0fd041a3c,6,1
3441,670a3b81-7451-4c50-8d8d-8fc0fd041a3c,5,4
3442,670a3b81-7451-4c50-8d8d-8fc0fd041a3c,2,1
3443,670a3b81-7451-4c50-8d8d-8fc0fd041a3c,15,5
3444,4f363368-87d9-4318-8885-8962d59251e5,4,1
3445,4f363368-87d9-4318-8885-8962d59251e5,10,3
3446,4f363368-87d9-4318-8885-8962d59251e5,8,1
3447,4f363368-87d9-4318-8885-8962d59251e5,2,4
3448,4f363368-87d9-4318-8885-8962d59251e5,1,5
3449,4f363368-87d9-4318-8885-8962d59251e5,7,4
3450,4f363368-87d9-4318-8885-8962d59251e5,14,2
3451,4f363368-87d9-4318-8885-8962d59251e5,9,4
3452,4f363368-87d9-4318-8885-8962d59251e5,12,2
3453,4f363368-87d9-4318-8885-8962d59251e5,3,1
3454,4f363368-87d9-4318-8885-8962d59251e5,15,5
3455,06077ae1-7d6b-40da-bde3-afac885f3087,3,5
3456,06077ae1-7d6b-40da-bde3-afac885f3087,4,1
3457,06077ae1-7d6b-40da-bde3-afac885f3087,12,3
3458,06077ae1-7d6b-40da-bde3-afac885f3087,7,5
3459,06077ae1-7d6b-40da-bde3-afac885f3087,1,4
3460,06077ae1-7d6b-40da-bde3-afac885f3087,15,5
3461,06077ae1-7d6b-40da-bde3-afac885f3087,6,4
3462,06077ae1-7d6b-40da-bde3-afac885f3087,5,2
3463,06077ae1-7d6b-40da-bde3-afac885f3087,10,2
3464,b3369b81-b75a-44b2-b92f-a7a6c8a1c40c,11,1
3465,b3369b81-b75a-44b2-b92f-a7a6c8a1c40c,10,4
3466,b3369b81-b75a-44b2-b92f-a7a6c8a1c40c,15,2
3467,b3369b81-b75a-44b2-b92f-a7a6c8a1c40c,6,1
3468,b3369b81-b75a-44b2-b92f-a7a6c8a1c40c,14,2
3469,b3369b81-b75a-44b2-b92f-a7a6c8a1c40c,1,3
3470,b3369b81-b75a-44b2-b92f-a7a6c8a1c40c,7,3
3471,b3369b81-b75a-44b2-b92f-a7a6c8a1c40c,2,3
3472,b3369b81-b75a-44b2-b92f-a7a6c8a1c40c,13,4
3473,b3369b81-b75a-44b2-b92f-a7a6c8a1c40c,9,3
3474,b3369b81-b75a-44b2-b92f-a7a6c8a1c40c,5,2
3475,b3369b81-b75a-44b2-b92f-a7a6c8a1c40c,8,4
3476,6e0afcff-f892-44d6-9caf-b67daaf69d43,11,1
3477,6e0afcff-f892-44d6-9caf-b67daaf69d43,8,2
3478,6e0afcff-f892-44d6-9caf-b67daaf69d43,9,2
3479,6e0afcff-f892-44d6-9caf-b67daaf69d43,1,4
3480,6e0afcff-f892-44d6-9caf-b67daaf69d43,10,4
3481,6e0afcff-f892-44d6-9caf-b67daaf69d43,7,4
3482,6e0afcff-f892-44d6-9caf-b67daaf69d43,5,1
3483,6e0afcff-f892-44d6-9caf-b67daaf69d43,15,4
3484,6e0afcff-f892-44d6-9caf-b67daaf69d43,2,5
3485,6e0afcff-f892-44d6-9caf-b67daaf69d43,4,1
3486,426c5467-7ad6-4c97-ac87-cf2e32488c7c,9,1
3487,426c5467-7ad6-4c97-ac87-cf2e32488c7c,10,1
3488,426c5467-7ad6-4c97-ac87-cf2e32488c7c,1,2
3489,3e3d6fb6-d529-46bc-834b-c92f7bc56e1b,12,3
3490,3e3d6fb6-d529-46bc-834b-c92f7bc56e1b,3,4
3491,3e3d6fb6-d529-46bc-834b-c92f7bc56e1b,1,1
3492,3e3d6fb6-d529-46bc-834b-c92f7bc56e1b,9,2
3493,3e3d6fb6-d529-46bc-834b-c92f7bc56e1b,7,5
3494,3e3d6fb6-d529-46bc-834b-c92f7bc56e1b,10,2
3495,3e3d6fb6-d529-46bc-834b-c92f7bc56e1b,13,4
3496,3e3d6fb6-d529-46bc-834b-c92f7bc56e1b,15,5
3497,b5b4f523-bc18-43ed-8ed1-34bdbc2d69e4,2,1
3498,b5b4f523-bc18-43ed-8ed1-34bdbc2d69e4,7,5
3499,b5b4f523-bc18-43ed-8ed1-34bdbc2d69e4,12,1
3500,b5b4f523-bc18-43ed-8ed1-34bdbc2d69e4,5,5
3501,b5b4f523-bc18-43ed-8ed1-34bdbc2d69e4,14,2
3502,b5b4f523-bc18-43ed-8ed1-34bdbc2d69e4,13,3
3503,b5b4f523-bc18-43ed-8ed1-34bdbc2d69e4,10,3
3504,b5b4f523-bc18-43ed-8ed1-34bdbc2d69e4,11,5
3505,b5b4f523-bc18-43ed-8ed1-34bdbc2d69e4,15,5
3506,b5b4f523-bc18-43ed-8ed1-34bdbc2d69e4,3,3
3507,b5b4f523-bc18-43ed-8ed1-34bdbc2d69e4,4,4
3508,b5b4f523-bc18-43ed-8ed1-34bdbc2d69e4,6,1
3509,117f22f1-a58a-4097-8ea5-5aae2e229478,2,5
3510,117f22f1-a58a-4097-8ea5-5aae2e229478,5,5
3511,117f22f1-a58a-4097-8ea5-5aae2e229478,13,4
3512,7d4e4150-673d-42da-8cf5-17aff0856bf5,14,1
3513,7d4e4150-673d-42da-8cf5-17aff0856bf5,12,3
3514,7d4e4150-673d-42da-8cf5-17aff0856bf5,3,4
3515,7d4e4150-673d-42da-8cf5-17aff0856bf5,8,4
3516,7d4e4150-673d-42da-8cf5-17aff0856bf5,15,1
3517,7d4e4150-673d-42da-8cf5-17aff0856bf5,7,1
3518,7d4e4150-673d-42da-8cf5-17aff0856bf5,11,1
3519,7d4e4150-673d-42da-8cf5-17aff0856bf5,1,2
3520,7d4e4150-673d-42da-8cf5-17aff0856bf5,10,5
3521,7d4e4150-673d-42da-8cf5-17aff0856bf5,2,1
3522,4743574a-e29c-4f95-93c8-1da4e5640390,6,5
3523,4743574a-e29c-4f95-93c8-1da4e5640390,14,1
3524,4743574a-e29c-4f95-93c8-1da4e5640390,10,3
3525,4743574a-e29c-4f95-93c8-1da4e5640390,8,1
3526,4743574a-e29c-4f95-93c8-1da4e5640390,4,4
3527,4743574a-e29c-4f95-93c8-1da4e5640390,15,3
3528,4743574a-e29c-4f95-93c8-1da4e5640390,9,1
3529,4743574a-e29c-4f95-93c8-1da4e5640390,7,3
3530,4743574a-e29c-4f95-93c8-1da4e5640390,5,1
3531,4743574a-e29c-4f95-93c8-1da4e5640390,2,4
3532,41fec61b-c1c2-4a53-9b42-ee007b6e4ce9,7,3
3533,41fec61b-c1c2-4a53-9b42-ee007b6e4ce9,2,3
3534,41fec61b-c1c2-4a53-9b42-ee007b6e4ce9,10,2
3535,41fec61b-c1c2-4a53-9b42-ee007b6e4ce9,11,3
3536,41fec61b-c1c2-4a53-9b42-ee007b6e4ce9,13,5
3537,41fec61b-c1c2-4a53-9b42-ee007b6e4ce9,15,3
3538,dfadb0b8-155f-42b8-a4dc-559c11b24252,8,2
3539,dfadb0b8-155f-42b8-a4dc-559c11b24252,14,4
3540,dfadb0b8-155f-42b8-a4dc-559c11b24252,12,4
3541,6aa895ae-810a-4519-8601-d599e5a24cc4,3,4
3542,6aa895ae-810a-4519-8601-d599e5a24cc4,13,4
3543,6aa895ae-810a-4519-8601-d599e5a24cc4,10,4
3544,6aa895ae-810a-4519-8601-d599e5a24cc4,4,3
3545,6aa895ae-810a-4519-8601-d599e5a24cc4,2,3
3546,6aa895ae-810a-4519-8601-d599e5a24cc4,1,1
3547,6aa895ae-810a-4519-8601-d599e5a24cc4,11,3
3548,6aa895ae-810a-4519-8601-d599e5a24cc4,15,2
3549,6aa895ae-810a-4519-8601-d599e5a24cc4,5,2
3550,c10c313e-bf6c-4f9d-8a89-80850affd452,13,4
3551,c10c313e-bf6c-4f9d-8a89-80850affd452,7,1
3552,c10c313e-bf6c-4f9d-8a89-80850affd452,14,5
3553,126944f5-fddb-40e5-9bcd-55ea1659eadf,5,5
3554,126944f5-fddb-40e5-9bcd-55ea1659eadf,6,5
3555,126944f5-fddb-40e5-9bcd-55ea1659eadf,7,3
3556,d54615bf-5830-4bc6-ba55-94097a0a6195,7,1
3557,d54615bf-5830-4bc6-ba55-94097a0a6195,10,2
3558,d54615bf-5830-4bc6-ba55-94097a0a6195,6,3
3559,d54615bf-5830-4bc6-ba55-94097a0a6195,14,1
3560,d54615bf-5830-4bc6-ba55-94097a0a6195,9,2
3561,d54615bf-5830-4bc6-ba55-94097a0a6195,8,4
3562,d54615bf-5830-4bc6-ba55-94097a0a6195,15,2
3563,d54615bf-5830-4bc6-ba55-94097a0a6195,13,2
3564,d54615bf-5830-4bc6-ba55-94097a0a6195,2,1
3565,d54615bf-5830-4bc6-ba55-94097a0a6195,12,3
3566,d54615bf-5830-4bc6-ba55-94097a0a6195,4,2
3567,ada46e78-ab2d-4a13-b284-93df4219a5cb,15,1
3568,ada46e78-ab2d-4a13-b284-93df4219a5cb,6,3
3569,ada46e78-ab2d-4a13-b284-93df4219a5cb,10,3
3570,ada46e78-ab2d-4a13-b284-93df4219a5cb,13,4
3571,ada46e78-ab2d-4a13-b284-93df4219a5cb,5,4
3572,ada46e78-ab2d-4a13-b284-93df4219a5cb,14,1
3573,6a9e43dc-ca60-4e10-bdcc-94d3bb104644,12,4
3574,6a9e43dc-ca60-4e10-bdcc-94d3bb104644,1,1
3575,6a9e43dc-ca60-4e10-bdcc-94d3bb104644,3,4
3576,6a9e43dc-ca60-4e10-bdcc-94d3bb104644,8,3
3577,6a9e43dc-ca60-4e10-bdcc-94d3bb104644,4,4
3578,7790d7c8-be59-4066-bad4-943dba706b04,13,5
3579,7790d7c8-be59-4066-bad4-943dba706b04,2,2
3580,e985bc52-0e61-411e-8662-24a255f361bf,6,2
3581,e985bc52-0e61-411e-8662-24a255f361bf,12,1
3582,1a5223eb-eb45-4644-8297-d0148283e436,13,5
3583,1a5223eb-eb45-4644-8297-d0148283e436,12,4
3584,1a5223eb-eb45-4644-8297-d0148283e436,10,1
3585,1a5223eb-eb45-4644-8297-d0148283e436,2,4
3586,1a5223eb-eb45-4644-8297-d0148283e436,14,1
3587,1a5223eb-eb45-4644-8297-d0148283e436,6,2
3588,1a5223eb-eb45-4644-8297-d0148283e436,5,3
3589,1a5223eb-eb45-4644-8297-d0148283e436,3,2
3590,1a5223eb-eb45-4644-8297-d0148283e436,8,2
3591,1a5223eb-eb45-4644-8297-d0148283e436,11,3
3592,1a5223eb-eb45-4644-8297-d0148283e436,15,1
3593,1a5223eb-eb45-4644-8297-d0148283e436,7,2
3594,2adcdc1b-499c-4ddb-b236-1f49603b7429,5,4
3595,2adcdc1b-499c-4ddb-b236-1f49603b7429,15,1
3596,2adcdc1b-499c-4ddb-b236-1f49603b7429,8,1
3597,2adcdc1b-499c-4ddb-b236-1f49603b7429,4,4
3598,2adcdc1b-499c-4ddb-b236-1f49603b7429,12,3
3599,2adcdc1b-499c-4ddb-b236-1f49603b7429,9,2
3600,2adcdc1b-499c-4ddb-b236-1f49603b7429,1,1
3601,2adcdc1b-499c-4ddb-b236-1f49603b7429,3,2
3602,44548326-33b2-4b98-a6be-7404aa028451,6,1
3603,44548326-33b2-4b98-a6be-7404aa028451,15,4
3604,a332f064-cace-4916-b9c6-cd559f64539a,9,2
3605,a332f064-cace-4916-b9c6-cd559f64539a,14,5
3606,a332f064-cace-4916-b9c6-cd559f64539a,10,3
3607,a332f064-cace-4916-b9c6-cd559f64539a,4,5
3608,a332f064-cace-4916-b9c6-cd559f64539a,5,1
